,T1-0,T1-1,T1-2,T1-3,T2-0,T2-1,T2-2,T2-3,T3-0,T3-1,T3-2,T3-3,V1-0,V1-1,V1-2,V1-3,V2-0,V2-1,V2-2,V2-3,V3-0,V3-1,V3-2,V3-3,V4-0,V4-1,V4-2,V4-3,V5-0,V5-1,V5-2,V5-3,V6-0,V6-1,V6-2,V6-3,V7-0,V7-1,V7-2,V7-3,V8-0,V8-1,V8-2,V8-3,lifePercent,lifetime,p1-0,p1-1,p1-2,p1-3,p2-0,p2-1,p2-2,p2-3,p3-0,p3-1,p3-2,p3-3,p4-0,p4-1,p4-2,p4-3,p5-0,p5-1,p5-2,p5-3,p6-0,p6-1,p6-2,p6-3,p7-0,p7-1,p7-2,p7-3
0,0.18865003494476784,0.4152938317070174,0.28788065290899856,0.2312229240454093,0.6912314251048082,0.8173464848192407,0.7787675575321791,0.5587176407235217,0.4951529136867135,0.12121838235241204,0.23418042314376541,0.3838168404268928,0.04235181041049948,0.053278014156208094,0.08842821749121996,0.119920624389904,0.01421188630490986,0.01818181818181825,0.02590673575129533,0.04404145077720214,0.998581750609287,0.9987855836255262,0.9975975737699047,1.0,1.0,1.0,1.0,0.013217198408327725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5641145130498384e-05,0.0,0.0,0.0,0.0,0.0845185456029222,0.21450358219577773,0.7958664579838426,1.0,0.8333333333333334,300.0,0.7663985898137886,0.3728378261070725,0.0,0.0,0.19828285855106512,0.3623974179980179,0.5288419941783117,0.7186470628315412,0.7764867555185547,0.42588705289174167,0.0,0.0,0.20176182446167765,0.4267478446107683,0.6950702807649891,1.0,0.16382879088003455,0.9390239692719203,0.4286282478161199,1.0,0.817697948005173,0.0004010580519029707,0.26843429246310746,0.9998607177068526,0.8361732911918022,0.06099939753149446,0.5713670084945134,0.0
1,0.1502436889644219,0.38536961329834074,0.10102753343852601,0.1763840407682352,0.7102753688833784,0.7396517893206153,0.7111316613056327,0.5319555572181164,0.17742325760746386,0.22893170100580773,0.1854898370681805,0.23738295025676945,0.024483335364353393,0.052261104858236734,0.07742086844133285,0.08881420044832224,0.003875968992248213,0.01688311688311703,0.018134715025906807,0.03238341968911916,0.9936020667249911,0.9979177383495401,0.9970349732404464,0.9999937390562661,0.675345760818727,0.8386830436455066,0.8737473597847162,0.010980921295254907,0.7523567645708953,0.8332521172781987,0.8285611237437338,0.998923108824011,0.5892606591910549,0.7446918194692733,0.7303588968729839,3.3722979587959055e-05,0.4891444672684056,0.4651921199108449,0.4649054246881472,1.1798107407903906e-07,0.06379742599734868,0.1746548919808501,0.6875750693168525,0.9536640638218832,0.746268656716418,335.0,0.8448447541496702,0.540580356571464,0.2209045527251079,0.1959027450595179,0.1514953543112337,0.29539922778568045,0.4518242987783378,0.6296726290209254,0.8521442591468458,0.5815493455023528,0.22532287166332843,0.19979184666624974,0.14370815136358395,0.32720328289398953,0.5591616054717352,0.8256291531296744,0.16380280747283005,0.789078485024545,0.35507502555844467,0.8120197662536524,0.8177170126406074,0.00037831345866237584,0.2634626848411993,0.9998602123508418,0.8361981106900782,0.210926440541239,0.6449177329438118,0.18798007412879122
2,0.3330208922065616,0.29058399388277945,0.29372878984719025,0.20120188462033003,0.8795512064290888,0.6597804134694646,0.8595169957831267,0.6359686582461981,0.16259337313976824,0.1759068380144471,0.23306151437961478,0.1805831438707484,0.006139449675362373,0.028276436587087523,0.09165816067019732,0.12202736105225466,0.003875968992248213,0.01168831168831176,0.009067357512953596,0.010362694300518286,0.9940199775189796,0.9942054939625877,0.9962871531704615,0.9999945500794254,0.26697294381490444,0.32299708789762344,0.36890565053727714,0.004256267169427999,0.26956773863230327,0.28176403902098396,0.33147107620760646,0.9952389220735517,0.09955485069266554,0.116678267353656,0.15293582732451602,5.962678363402586e-06,0.915319028187325,0.98029115211111,0.9697446175440891,2.9309571225716233e-07,0.030339485592903094,0.054127844507687414,0.3521134365788911,0.7448433172988452,0.5827505827505828,429.0,0.9873978958098926,0.9602892249214849,0.90299800780351,0.8725624745185738,0.14909654826683366,0.2554070914805857,0.35710369725974983,0.46395564567319886,0.9878900675231216,0.9640472135759649,0.9062319908725524,0.8764155451054778,0.08747188903885923,0.15857331206800612,0.2366723383971086,0.3234735931491611,0.30013692121969865,0.5176172830323619,0.2244743117025654,0.30289044607195337,0.8177536078054775,0.0003716793652788927,0.31791579124842095,0.9998600763453976,0.6998636846908122,0.48236134097759004,0.7755148933496105,0.6971118766551283
3,0.3811931059303623,0.4478207383115598,0.19474926310524077,0.289996631775511,0.9206754181393637,0.8202617715430509,0.8019231396686334,0.7570473039888763,0.22133710734037462,0.2345425761916258,0.19903197191018354,0.18886765035293535,0.0021844246495497403,0.03403205354741154,0.00043931062066393224,0.03596632748229775,0.020671834625323293,0.01818181818181825,0.015544041450777429,0.007772020725388523,0.9981007945859338,0.9993823992082104,1.0,0.9999984935322431,0.3993288355679294,0.4193813411044937,0.4269326198369613,0.005062654412563809,0.41810087582313726,0.4081619356291129,0.3947030187176072,0.9956455588371406,0.21243068637542858,0.21325067564133973,0.19777314314382988,8.002490046809505e-06,0.8791085087162859,0.9445201217213696,0.9449911323875336,2.8715960490574104e-07,0.02526684137996414,0.0880892010532612,0.4639144419299606,0.7463452789888646,0.5827505827505828,429.0,0.9968161116700636,0.992905913847941,0.9597503270745723,0.9279343732429939,0.16935719584878414,0.28403681595532115,0.38995209316210405,0.500335835855242,0.9968315262428473,0.9935476961195241,0.9625734745174696,0.9316982014047951,0.09558697731867125,0.16421689710689505,0.23407302291614498,0.3113047116917217,0.20341175341569512,0.686602455127542,0.24453580028485414,0.2669744283458447,0.8177539530515598,0.0006087475235497801,0.3385981919287797,0.9998607234488639,0.7965895355303031,0.31339286641814673,0.7554543344402644,0.7330299312167414
4,0.10006296108334019,0.4000988041888224,0.08512514025173568,0.1839026943685954,0.693881327365729,0.7730301776453861,0.7133345941485525,0.563350969492585,0.179310792025308,0.17122829128764275,0.19329811605116706,0.177547541010875,0.019698589182823297,0.031188915482701744,0.07248219130128161,0.05893823293596512,0.005167958656330823,0.01168831168831176,0.015544041450777046,0.01683937823834212,0.9958189392184406,0.9984255389569517,0.9953809409759495,0.9999975009025047,0.3165986097937711,0.4321097071547314,0.4710937293704072,0.00567812036480042,0.2818221925043974,0.3765849038634785,0.37552922878572925,0.9957244798677131,0.11603967867209099,0.21568582348555385,0.21770682735936359,9.566444752341016e-06,0.9206080960837063,0.9733222289005191,0.9729009039029387,2.90446392149001e-07,0.021584727014207696,0.04836654886577317,0.2839187763439341,0.4945013266440782,0.5707762557077626,438.0,0.9705335626707614,0.9146662873668515,0.8310241335514045,0.7995297767906567,0.1788353720398658,0.3067084579513672,0.4286878669127526,0.5575385718548133,0.9718847657747727,0.922329175722627,0.8341983949799794,0.8034194631343883,0.11111160474590863,0.204481637807458,0.30709305888228133,0.4212873018116833,0.16422992199777864,0.5437398826765396,0.20507676829359864,0.35224173023260863,0.8177477881750564,0.0003610896707779932,0.2784543204188551,0.9998597870088873,0.8357716752501188,0.45624540753450493,0.7949137060148042,0.6477633541664248
5,0.36174069391877095,0.4243973851525406,0.2121494457077812,0.2948841431600832,0.877630251717414,0.7993711529891464,0.8217196128545453,0.7710156207929482,0.17439040001160458,0.2360845272278843,0.2189722292639631,0.18670298970482566,0.004111006896914999,0.03121257193276866,0.03602895531266762,0.05702052049007202,0.0,0.010389610389610539,0.012953367875647666,0.0194300518134715,0.9965247622246042,0.9988897776431096,0.9969066856720797,0.9999986664397653,0.3815334369938628,0.5187352435531983,0.5450691599612634,0.006686260927229401,0.4233489575525226,0.4755625695274285,0.47507294497606195,0.9963814641757949,0.18870152751200125,0.2910662630833108,0.28455808264166266,1.2711685416785353e-05,0.8519353039534464,0.9269733354448474,0.9185135457348502,2.7357877600014405e-07,0.05457391867814474,0.09751179248899086,0.4547633930697883,0.7191880346255687,0.5630630630630631,444.0,0.9224139671511633,0.7962490794537047,0.661163814567508,0.6366573557948642,0.1693071102807151,0.29208361669360894,0.4082818658709317,0.5415327315635866,0.9257466184179368,0.813339320850474,0.6625300525211114,0.6396439667523629,0.12438589668310474,0.23779356526346765,0.36336421603695573,0.5111673618526705,0.245075375563552,0.6204088069956462,0.2228822342580197,0.5103820713216037,0.8177502044641916,0.0003713225163475763,0.24437369248451785,0.9998611105058373,0.7549258350004233,0.37958165287230583,0.7771080255601418,0.48961962851891017
6,0.3885917755962044,0.42548885353193916,0.1884523329356508,0.2816955707160105,0.9138982680497152,0.7745805617299595,0.8103432935904409,0.7183154118644713,0.20649529109430506,0.27496333493552405,0.1453128814153989,0.19671152285960397,0.023501656864153928,0.05238530615825794,0.038426766891956426,0.11097206542508431,0.029715762273901564,0.04285714285714261,0.04404145077720214,0.031088082901554473,0.9934390968908966,0.9931684233331094,0.9936047342479006,0.9999914516704734,0.35485430899809106,0.4233971987561065,0.40074701939384566,0.004874966488583145,0.36710066672952685,0.3784294874271578,0.3604255714309285,0.9954800585336403,0.16915919462920168,0.20024094654959762,0.17250097000767592,7.433214723077645e-06,0.8953718632132597,0.9633383820622822,0.959054722143231,2.9090800192913374e-07,0.02443774198407726,0.06373663616044173,0.4242764421061876,0.6501578252588422,0.5470459518599562,457.0,0.993788370427487,0.986150583869572,0.9535020289970122,0.9977074917655224,0.15428319980279162,0.25889420435036886,0.35453479335247273,0.38447766259382904,0.9939525906469645,0.9872862090027348,0.9559716550811364,0.993579911368487,0.08803169741056574,0.15193645412469023,0.2160015473448356,0.21336510079027782,0.3657016104308509,0.5708826902386014,0.17598866426472706,0.15516490018001294,0.8177538374335983,0.0005733806149459904,0.3004724017840622,0.9998772866716121,0.6342990030880922,0.42910071437915465,0.8239999055271949,0.8448369269316445
7,0.3874496618997076,0.40041322279303404,0.1791418719128269,0.27279751820053727,0.9122242431370656,0.7676571446629966,0.7735882505745648,0.6596221626695159,0.1807736603451989,0.16058105975619882,0.20876913788052148,0.25956964252014075,0.009668792551547711,0.04805217659571481,0.061196077800430154,0.0769983709037569,0.006459948320413434,0.010389610389610539,0.012953367875647666,0.020725388601036572,0.9959738383856809,0.9977423751142095,0.9970643983244898,0.9999935573748648,0.4004268706195454,0.4865695680560063,0.5056204152099025,0.0066481230016978395,0.4606546648141925,0.47406767856829707,0.4683682245703092,0.9964638364167482,0.2144811962901465,0.2655367396356266,0.2632378707926232,1.3043085218356374e-05,0.8180698063495709,0.9016737829669148,0.9072797842561197,2.6888477826090566e-07,0.06158203935660932,0.13609965647707298,0.5440030157858277,0.7775032524332305,0.5458515283842795,458.0,0.8986511935841843,0.7347492603356787,0.5736005380958626,0.6079792073706435,0.16583100712443583,0.2883576078670855,0.40250658704275905,0.4850933486444563,0.9030330948592022,0.7569269176279853,0.5741293510661345,0.6046863182992253,0.13159165032499823,0.2571986805776752,0.39507992243728357,0.5044524612066381,0.15277088197982344,0.7107288348488331,0.2174781285396898,0.26793005754636345,0.8177037968403782,0.00042931235378721133,0.20803418378150368,0.9998309238266173,0.8472304131629365,0.28926889148363677,0.7825119454448297,0.732073697182741
8,0.3219238394725806,0.40452909935609144,0.2617431137016498,0.29514886499761794,0.8817045167795641,0.7941847355294446,0.8823058081511299,0.791862829833767,0.18375766095260002,0.2014007089262598,0.17060444187416324,0.16684130165752709,0.01486705365842115,0.025539441379569476,0.03782643691374864,0.04289124053476932,0.003875968992248213,0.007792207792208097,0.012953367875647666,0.011658031088082976,0.9960522295476556,0.9947498635018047,0.9951008568415434,0.9999929935433257,0.35280930036380276,0.3685616099333072,0.37453373991734684,0.004595006597034061,0.36489941632048734,0.354410023240403,0.3490232846081215,0.995399975470035,0.1771786160258181,0.17113385678383303,0.15950182993781856,6.842791431690594e-06,0.9002591234027637,0.9628044078880663,0.9597624883133001,2.910371628332743e-07,0.012769288849032475,0.07196936203575843,0.44251411155840625,0.7112757468882992,0.5446623093681917,459.0,0.9958558185035606,0.9867709440097358,0.9552681970378689,0.9300423388811602,0.21103429303325977,0.3545218116830741,0.48108662877021,0.605266784611813,0.995964837798351,0.9881154908961406,0.9577776687458304,0.9332037060415114,0.12001586866713164,0.20743286596022398,0.2897178277866012,0.3713853706825054,0.21416199891689125,0.5413908593166956,0.2266429179698802,0.2655393485613342,0.8177538746400723,0.0005483127109365624,0.3338932416434233,0.9998607515549032,0.7858403067537357,0.45859839985945816,0.7733489141687013,0.7344690999938018
9,0.0,0.3206230437076896,0.22799585814660167,0.20922874307435235,0.581305002969739,0.734103532748545,0.7761329795734792,0.7488403783528704,0.22403575961256225,0.06115224028259493,0.19998556143123614,0.10722011431468917,0.02061555703458373,0.027769103729850392,0.03273592853498095,0.045806363714650945,0.006459948320413434,0.009090909090908934,0.009067357512953213,0.0194300518134715,0.9929569290800013,0.9931506370763424,0.9953272432785889,0.9999927535757195,0.3584864520744639,0.43603190791269764,0.41259448037384683,0.005051831988619079,0.37732447658626395,0.391989017246337,0.3587221948249092,0.9955174597495822,0.19188431669925823,0.22448064375864635,0.18128071010550936,8.146460472269016e-06,0.90044280723136,0.9635940457064378,0.9637648634353868,2.9226094218869006e-07,0.019424020897663968,0.05118655774106923,0.33412358462552644,0.47305313772407886,0.5422993492407809,461.0,0.8925915148449336,0.7551878300301912,0.648348064064394,0.6794707758374614,0.006466012640171015,0.009087680826985868,0.005996887522762406,0.0036092864282494448,0.8969160047768476,0.7738558048309975,0.645160090972276,0.6756615207912827,0.04206455511495714,0.08819551342224585,0.13573936126343553,0.184489416552683,0.157945249445055,0.6274261080002931,0.20962608228825558,0.45448395422822524,0.8177188846253247,0.00033823100223848976,0.21765345480812429,0.9998604068340081,0.8420520722170879,0.3725402807943049,0.7903555789368977,0.5454978895775894
